product_id,title,description,brand,category
165,Perfect Jump Shot Strap (Off Hand),"How to Perfect Your Child's Shot , Automatically! Just Put on the Perfect Jump Shot Strap & Start Shooting... No Coaching Needed! window.SHOGUN_IMAGE_ELEMENTS = window.SHOGUN_IMAGE_ELEMENTS || new Array(); window.SHOGUN_IMAGE_ELEMENTS.push({ hoverImage: '', uuid: 's-26e2d167-5718-4069-b0bb-a8ce042316d8' }) window.SHOGUN_IMAGE_ELEMENTS = window.SHOGUN_IMAGE_ELEMENTS || new Array(); window.SHOGUN_IMAGE_ELEMENTS.push({ hoverImage: '', uuid: 's-b490238f-eb7d-495b-96af-b5a2e2afc03d' }) Unlock the secret to flawless shooting mechanics with the HoopsKing Perfect Jump Shot Strap, the ultimate off-hand basketball shooting aid designed for players determined to refine their shooting skills. Overcome the common hurdle of correcting shooting habits efficiently and transform your gameplay. Achieve Precision in Every Shot The Perfect Jump Shot Strap targets the persistent issue of thumbing the basketball with your off hand, a habit responsible for countless missed shots. With this innovative tool, b",,
166,Bartnelli Rorets leg pin for ironing board,Bartnelli Rorets leg pin for ironing board fits models 2615 - 9738 - 4815,,
167,Dualtron Spider (Pre-order),"Dualtron Spider The Dualtron Spider represents a significant leap forward in the innovation of electric scooters. Until now, choosing an escooter meant one had to choose between power and portability. However, this engineering marvel by Minimotors has completely changed the game. It is an extremely powerful electric scooter with its speed maxing out at 65km/h. With such power, scooters tend to be heavy, but this dual motor e-scooter only weighs 20kg, making it one of the most lightweight and powerful scooters in the world. By using an aerospace aluminium alloy for its frame, dual BLDC magnesium motors and a carbon fiber handlebar, Minimotors managed to keep the weight of this scooter incredibly light. Customizing the suspension on your Dualtron Spider to your preference is also easy with the optional replaceable rear suspension cartridges. The Spider comes stock with medium cartridges, but there are two softer and two firmer cartridges to choose from. SPECIFICATIONS Model Dualtron Spid",,
168,STIHL PAN HEAD SELF-TAPPING SCREW (9075 478 4085),"STIHL PAN HEAD SELF-TAPPING SCREW (9075 478 4085) Pan Head Self- Tapping Screw IS-D5x18 FITS SP 200, MS 171, MS 181, MS 181 C, MS 171, MS 181, MS 181 C, MS 271, MS 271 C, MS 291, MS 291 C, MS 271, MS 271 C, MS 291, MS 291 C, HS 45, MS 270, MS 270 C, MS 280, MS 280 C, MS 231, MS 231 C, MS 251, MS 251 C, MS 211, MS 211 C, SP 400, SP 450, MS 211, MS 211 C, HS 46, HS 46 C, HS 56 C, HS 46, HS 46 C, HS 56 C, MS 270, MS 270 C, MS 280, MS 280 C STIHL recommends using only STIHL Genuine replacement parts for the repair and maintenance of your STIHL equipment. We want every STIHL owner to have the best product performance possible, so if you are in need of STIHL repair or equipment maintenance, Stihl genuine parts are the way to go. PARTS Need spare parts for your motorcycle, mower or power equipment? We stock a wide range of parts for Australia’s leading brands like John Deere, STIHL, Suzuki, Walker Mowers, Bobcat Mowers, Royal Enfield, Masport, Rover, Segway Powersports and Rieju. Get in touch",,
169,SPIDER BROOMBALL,"SPIDER: Indoor/outdoor professional level game ball, Approved by the USA Broomball Federation. High quality condensed imported latex foam shell. Exclusively made for use on ice-field to withstand extremely cold conditions. Low bounce responsive touch provides superior trajectory and flight during play. Official size and weight",,
170,Solarix LED Solar FloodLamp Orange Large Size,,,
171,Armário de Cozinha Compacta 6 Portas 105 cm Cinza Márcia,"Armário de cozinha compacto e resistente, ideal para organizar ambientes menores. Produzido 100% em MDP com pintura UV na cor cinza, conta com 6 portas para armazenar utensílios do dia a dia e pés em PVC para estabilidade. Design clean e funcional para deixar sua cozinha prática e bonita. Marca AJL Móveis Linha/Modelo Márcia Material Principal MDP (100%) Acabamento Pintura UV Cor Cinza Quantidade de Portas 6 Quantidade de Gavetas Não possui Quantidade de Prateleiras Não possui Pés Sim (PVC) Altura 177,5 cm Largura 105 cm Profundidade 38 cm Peso 40 kg Tipo Cozinha compacta Ambiente Principal Cozinha Necessita Montagem Sim (montagem não inclusa) Limpeza Usar pano macio; evitar abrasivos Condição Novo Garantia Não informado pelo fabricante",,
172,Oben QR-10 Quick Release Plate,"Oben QR-10 Quick Release Plate The Oben QR-10 Quick Release Plate is a camera plate that fits the Arca Swiss- style quick-release element of Oben's BB-0, BB-0T, BC-0 & BC-0T ball head models. The plate features a 1/4""-20 screw with a ring on the underside that allows you to attach it to a DSLR, point & shoot, or video camera without using tools. For camera stability, the top of the plate features a rubberized surface. Two studs on the bottom of the plate help prevent the camera & plate from sliding all the way forward or backward out of the ball head, in case the head's clamp is inadvertently left loose.The plate is 1.95"" (49.5 mm) long, and fits any standard Arca-type quick release mechanism. Product Features Fits Oben Ball Head Models BB-0, BB-0T, BC-0 & BC-0T 5-Year Warranty",,
173,EXTRACTOR DE AIRE,¿Estás buscando una solución eficiente para mejorar la ventilación en tu lugar de trabajo? ¡Entonces estás en el lugar correcto con nuestro extractor de aire DTF. Características: Peso: 18kg. Extrae y filtra el aire. Ruido: Menos de 45 db. Tamaño: 425*240*410 cm. AC220 v 50 hz Power 130 w. Versatil para cualquier secador. Filtración: 280m 3/h - 0.3um 99.99 %.,,
174,Vaso de Entrenamiento,Aprender a beber bebidas puede ser un desafío para tu bebé. Vaso con agarraderas en ambos extremos que lo hacen práctico y más fácil de dominar. Hecho para evitar derrames.,,
175,6 Pole Wind Break,"Features: High Quality Lightweight Ideal for Camping, the beach, picnics, garden and more Strong and Durable Colourful design Easy to erect - push poles into ground or sand, or use a rubber mallet for harder ground Multiple sizes available 95gsm Polyurethane Product Specification: 336cm (L) Fabric Height: 115cm Pole Height: 145cm",,
176,Wind Up Chick Play Toy For Kids,Bachaa Party brings you the best price for Wind Up Chick Play Toy For Kids with express shipping all over Pakistan. Product Detail: It will surprise kids when you wind up the Chick and stand it up anywhere there is a smooth surface The toy highly restores every detail improve experience touched hand brain Imported Toy suitable for playing & desktop Non-toxic & durable plastic Outstanding Design Chick Size: H''' 3.7 inches W'' 3.4 inches,,
177,Walthers Scenemaster 1/87 HO Dry Bulk Semi Trailer Theobroma Cocoa 949-2625,"Adult collectible, NOT a toy Die cast & plastic replica, Approximately 5.75"" long. We are not responsible for any taxes, duty, VAT, customs or other fees on the receiver’s end. Check out our other items and save on shipping! To receive combined shipping, place the items you wish to purchase in your cart, discounted shipping will be automatically calculated at checkout. Please complete all your shopping before checking out, we cannot combine shipping on separate orders. Sorry, no shipping refunds can be given for combining separate orders.",,
178,Flower Power Hippie Costume 12-14,"Flower Power Hippie Costume 12-14 Costume Includes Headband, Top & Bell Bottom Pants",,
179,"Joyzan Pull Pin Spring Knob, Exercise Bike M16 Pop Locking Screw Adjustment Release Fitness Universal Height Adjust Grip Replacement Equipment Training Machines Stationary Bicycle Weight Bench 5PCS","About This M16 Compatibility: Indoor bike pull pin knob robust design allows for easy installation and secure locking, pull pin spring knobs for home, ensuring that your exercise equipment stays firmly in place during intense workout sessions; Whether you're adjusting the seat height or handlebar position, the exercise bike locking pins consistent performance across different types of bikes Spring Handle: The built in spring handle of the fitness pop pull pin knob is designed with user comfort and safety in mind; The handle's construction prevents exercise bike pin knob replacement from winding or catching during operation, pull pin spring knob gym, reducing the risk of hand injuries or discomfort Safe and Scratch Free: The spherical design at the bottom of the handle adds a layer of safety, training machines pull spring knobs, ensuring that the user’s hands are protected from potential injuries during adjustments; Pop pin adjustment knob, this thoughtful design feature makes pull pin ",,
180,MAIN Knives Spanish Linerlock Walnut,"4.5"" (11.43cm) closed. 3.5"" (8.89cm) satin finish stainless blade. Walnut handle. Stainless bolster(s). Boxed.",,
181,Banda Elastica in Tessuto con Asole STRONG COD.AHF-143 Linea Toorx,"Banda Elastica in Tessuto con Asole STRONG Linea Toorx Banda elastica in tessuto 8 prese con passo 15 cm 1 asola centrale da 25 cm Resistenza light 10 kg. La banda ha una lunghezza 145 cm I riferimenti numerici su ciascuna asola corrispondono ai differenti livelli di intensità di sforzo, crescenti in base al grado di allenamento. Intensità di resistenza è di 15 kg. Colore rosso.",,
182,FLAT FREE WHEELBARROW TIRE RIBBED,"Flat free tire with rib tread. Size 16"" x 4"". Ball bearings.",,
183,Tsubaki เฟืองโซ่ Sprocket สเตอร์เฟือง RS100 -1B 16T,.for-accordion { border-radius: 6px; width: 100%; background: white; overflow: hidden; margin: 10px 0; } .accordion-header { border-radius: 6px; position: relative; overflow: hidden; z-index: 2; border: 1px solid #001DB2; } .accordion-header-content { padding: 0 20px; overflow: hidden; position: relative; z-index: 9; } .accordion-header-content-title { color: #001DB2; margin: 9px 0; } .for-article { flex: 1; max-width: 490px; width: 100; border-radius: 6px; padding: 0 15px; margin: 20px 0px; box-shadow: 5px 5px 3px #D2D2D2; transition: box-shadow .3s; text-decoration: none; border-radius: 6px; } .for-flex { display: flex; flex-wrap: wrap; width: 100%; gap: 25px; justify-content: space-between; } .for-accordion-content { padding: 10px; position: relative; overflow: hidden; } .more-content { text-decoration: none; color: #001DB2 !important; } /*open effect */ .for-accordion .accordion-header { cursor: pointer; position: relative; padding: 0 !important; } .for-accordion[open] .accordion-c,,
184,Roche Thomas Mi-T-Mist 2 Ounce,"Mi-T-Mist is a topical antimicrobial designed to cleanse the mouthpiece and provide a refreshing agent that will remove residue build-up from the instrument. Easy to use: spray the fine mist on the mouthpiece then let evaporate (about 45 seconds). To freshen and clean the inside of the instrument, spray liberally into the instrument and immediately swab. Mi-T-Mist evaporates quickly and assists in eliminating moisture and bacteria. This product comes in a 2oz cylinder container with a fine mist sprayer. Don't be fooled by the copycats trying to duplicate our look and feel with their, what we like to call 'Green Stuff', it doesn't compare. We are the originators of the mouthpiece cleanser. Our high standards for quality and great products is why we are the industry leader. Here at Roche-Thomas we are proud to say that ALL aspects of our products are manufactured in the USA so you know you are purchasing the finest products on the market.",,
